,Supervised,PET HMM,Active site HMM,Homologs HMM,Blosum,unsupervised,petml_scores
DP079,-1.0090047547783954,-1.6904534365900754,11.578961662073805,-0.9476331599002875,-0.2831248396720901,2.1644375564778375,0.5777164008497211
DP087,-2.1733578809813157,-0.43222947418483687,14.811018446099434,-0.01464121282448914,0.8863464094348243,3.8126235421312327,0.8196328305749585
DP095,-2.1387431428115393,-2.2281786247337867,9.279869722921552,-1.4761753959284496,-0.01905068664794813,1.3891162539028419,-0.3748134444543487
DP006,-1.274484438095818,-1.7752179982679017,10.962538460996752,-0.8740968488007174,0.8674839699331,2.2951768959653083,0.5103462289347451
DP016,-1.3647114854548794,-0.7712877208961421,10.229494654310525,0.2978881093486855,-0.056775565651396985,2.4248298692779175,0.5300591919115191
DP024,-2.014681184858294,-0.9726035548809808,13.94469394728844,-0.40989888498467963,-0.056775565651396985,3.1263539854428455,0.5558364002922758
DP032,-1.3798352926761766,-0.8851901006507218,13.894713687741653,-0.8281366543634859,-0.39629947668243665,2.946271864011252,0.7832182856675378
DP040,-1.9101962792273144,-1.809653601449519,11.862183132838936,-0.9476331599002875,-0.07563800515312141,2.257314591584002,0.17355915617834372
DP048,-0.6153985351101122,0.2193980937134557,15.62736268536364,0.20596772047422252,0.6222722564106824,4.1687501889905,1.7766758269401939
DP056,-1.4006607904116546,0.3571405064399236,13.394911092273771,-0.10196558225522792,-0.37743703718071225,3.3181622448194386,0.958750727203892
DP064,-2.1731263790734614,-1.7010490067998032,8.080343493798638,-1.9863335541817189,-2.1127814713393596,0.5700448653694392,-0.8015407568520111
DP072,-1.0837566003451087,-1.8361425269738398,7.913742628642678,-1.9357773403007645,-0.6980985087100275,0.8609310631645117,-0.11141276859029847
DP080,-1.461653996014572,-1.997724972672196,8.596806175782115,-2.041485787506397,-0.8489980247238229,0.9271493477199249,-0.2672523241473236
DP088,-0.7510384090048905,0.08165568098698778,14.27789567760036,0.27031199268634554,-0.4717492346893344,3.53952852914609,1.3942450600705998
DP096,-2.1497769821093202,-1.478542032395509,11.562301575558207,-1.4026390848288794,-1.9430195158238397,1.6845252356274947,-0.23262587324091277
DP007,-1.1145933949363622,-1.727537932324124,10.945878374481154,-0.8970769460193332,0.471372740396887,2.1981590591336464,0.5417828320986421
DP017,-1.4125931805986904,-0.8481056049166733,12.162064690119667,-0.6488918960582829,-0.4151619161841611,2.5624763182401376,0.5749415688207236
DP025,-1.1144157012410536,-0.8242655719447837,12.528586593462776,-0.8557127710258245,-0.5283365531945077,2.580067924324415,0.7328261115416806
DP033,-1.1608408042879172,-0.32627377208755365,13.478211524851751,-0.48803121552797263,-0.5283365531945077,3.0338924960104294,0.9365258458612561
DP041,-1.3302271678469808,-0.1355535083124426,14.27789567760036,-0.4788391766405269,0.20729858737274498,3.4677003950050342,1.0687366135790266
DP049,-1.750922714234533,-1.3884796856128172,11.029178807059134,-1.4164271431600495,-0.6226487507031297,1.9004058068957845,0.0747415463306258
DP057,-0.9972586684898216,0.6617631499696129,14.877658792161819,0.316272187123577,0.2827483453796427,4.034610618658663,1.5186759750844205
DP065,-0.6663003944762657,-0.8904878857555857,13.511531697882944,-0.0284292711556578,0.43364786139343814,3.256565600591285,1.2951326030575097
DP073,0.0781514501883406,-0.7527454730291178,14.177935158506786,-1.3015266570669708,-0.7924107062186496,2.832813080548012,1.4554822653681763
DP081,-0.7495294012180698,-2.2599653353629727,7.047418129831684,-1.8300688930951328,-0.37743703718071225,0.6449867160482166,-0.052271342584926606
DP089,-1.6933577803611908,-1.033528083586919,11.712242354198573,-0.023833251711934914,0.3581981033865404,2.7532697805715647,0.529956000105187
DP097,-1.044702662830834,-1.2401417026766217,14.960959224739797,-0.7683884015950845,0.24502346637619385,3.2993631467110713,1.1273302419401188
DP008,-2.0349737167109714,-0.9646568772236843,9.79633240490503,-0.6672759738331757,-0.39629947668243665,1.9420250192914335,-0.046474348709768964
DP018,-2.0069400411686726,-0.4587183997091577,12.012123911479302,0.6471855870716459,0.5656849379055091,3.191569009186825,0.5923144840090762
DP026,-0.9746975202019664,-1.7460801801911483,9.313189895952743,-1.4991554931470654,-0.2831248396720901,1.4462073457356097,0.23575491276682164
DP034,-0.8836470552812052,-0.9487635219090927,13.478211524851751,-0.046813348930550655,-0.18881264216346796,3.07345550296216,1.0949042238404774
DP042,-1.5662390351210018,-2.1593074183705534,5.981172592833537,-1.8254728736514085,-1.1696594962531381,0.2066832011396092,-0.6797779169906963
DP050,-1.6479895332909131,0.004837796966456519,15.027599570802183,-0.32717053499766247,-0.811273145720374,3.4734984217626503,0.9127544442358686
DP058,-1.5276537265874246,-0.5858652422258964,10.962538460996752,-0.29499839889160095,-0.7358233877134763,2.336462858041445,0.4044045657270102
DP066,-0.7967511805451373,-1.9076626258895057,11.42902088343344,-1.2877385987358008,0.3016107848813671,2.133807610922375,0.6685282151886188
DP074,-2.1114732663431806,-2.3102942938591817,11.895503305870129,-2.4413394791103107,-2.2448185478514304,1.2247627462623016,-0.44335526004043946
DP082,-1.1784336044490389,-0.4030916561080834,11.895503305870129,-0.3501506322162782,-0.07563800515312141,2.7666557530981613,0.7941110743245612
DP090,-1.4661950042227565,-0.02430002111029547,14.844338619130626,-0.4282829627595725,-0.2642624001703657,3.531873308772598,1.0328391522749207
DP098,-1.2900646583720168,-0.8931367783080184,13.061709361961851,-1.2693545209609078,-0.5283365531945077,2.592720377374604,0.6513278595012936
DP009,-1.0080532832131224,-1.5871466270452232,9.396490328530724,-1.3061226765106937,-0.20767508166519238,1.5738864858274038,0.2829166013071407
TEP001,-1.0283061756491754,-5.76974796733548,5.814571727677577,-3.7190328844653466,-1.0376224197410673,-1.1779578859660793,-1.1031320308076273
TEP009,-2.657257810041994,-1.0573681165588071,10.46273586552887,-0.71783218771413,-0.5094741136927832,2.044515361890787,-0.30637122407560335
TEP018,-1.9647432259011828,0.5346163074528727,15.444101733692083,0.6885497620651531,0.43364786139343814,4.275228916150887,1.1552428451248522
TEP026,-2.2163600154072105,-4.768466582516154,5.198148526600523,-3.332967251192602,-0.4717492346893344,-0.8437586354493918,-1.5300593254283013
TEP034,-1.9144242119183685,-4.516821790035106,6.214413804051882,-4.394647742692649,-1.6223580442945245,-1.0798534432425992,-1.4971388275804838
TEP042,-1.2205010212825769,0.5981897287112437,14.744378100037052,0.4863249065413356,0.45251030089516253,4.070350759046199,1.4249248688818108
TEP050,-2.0737209906124914,-5.504858712092272,3.698740740196881,-4.390051723248926,-1.5091834072841779,-1.9263382756071237,-2.0000296331098077
TEP058,-1.6397434140336757,-2.9221884734709933,6.980777783769299,-2.615988217971791,-0.3585745976789878,0.2710066236618817,-0.684368395185897
TEP066,-0.3569291481202572,0.21145141605615916,15.144220176411357,-0.5156073321903113,0.07526151086067401,3.7288314427844695,1.6859511473321063
TEP074,-1.4046858759630445,-3.372500207384447,7.64718124439314,-1.9587574375193801,-0.33971215817726336,0.49405286032801243,-0.45531650781751604
TEP082,-1.0546740285363274,-2.0295116833013807,6.9641176972537036,-1.3796589876102636,-0.45288679518760994,0.7755150577886122,-0.13957948537385761
TEP090,-0.6419945701268839,-2.1619563109229847,14.727718013521454,-1.8254728736514085,-3.2256654019411006,1.87865585675149,0.618330643312303
TEP002,-1.5759078471225534,-0.7951277538680317,10.479395952044467,0.11404733159975954,-0.24539996066864125,2.3882288922768886,0.4061605225771676
TEP010,-1.1105427479225942,-2.042756146063541,7.230679081503239,-1.439407240378665,-0.4906116741910588,0.8144760052174934,-0.1480333713525504
TEP019,-2.599361641299866,-5.687632298210085,5.731271295099596,-4.063734342744583,-3.3954273574566205,-1.8538806758279232,-2.2266211585638946
TEP027,-2.526541884248864,-4.583044103845908,10.562696384622447,-3.5260000678289734,-2.5088927008755726,-0.013810121982001822,-1.2701760031154328
TEP035,-2.123301748184346,-5.984308264082478,5.847891900708769,-3.847721428889594,-3.0936283254290298,-1.7694415294230832,-1.9463716388037147
TEP043,-0.5999287537788833,-3.4705092318244337,6.397674755723438,-3.1031662790064445,-2.6975170958928167,-0.7183794627500643,-0.6591541082644738
TEP051,-2.691542546299494,-5.459827538700926,6.7975168320977435,-5.217335223119092,-1.867569757816942,-1.4368039218848043,-2.0641732340921495
TEP059,-2.0184520216970547,-1.1421326782366334,8.880027646547248,-0.7591963627076387,-0.2642624001703657,1.6786090513581526,-0.16992148516945105
TEP067,-2.4067267772992293,-0.8004255389728956,11.495661229495825,-0.18009791279852222,-0.6226487507031297,2.4731222567553193,0.03319773972804496
TEP075,-1.5338520805066214,0.765069959514465,14.327875937147152,1.0240591814569435,0.5845473774072335,4.175388113881448,1.3207680166874134
TEP083,-0.6035550930959319,-2.466578954452674,6.231073890567477,-2.174770351374369,-0.5471989926962321,0.2606313980110505,-0.1714618475424407
TEP091,-1.3095472573893545,0.08960235864428433,15.277500868536123,-0.1479257766924594,0.05639907135894958,3.8188941304617248,1.2546734365361851
TEP003,-0.6640127445748337,-2.506312342739155,7.247339168018836,-2.2253265652553234,-0.7735482667169252,0.435537998326858,-0.11423737312398785
TEP011,-1.2095857638007395,-2.654650325675352,5.564670429943636,-2.427551420779142,-0.811273145720374,-0.0822011155578081,-0.6458934396792738
TEP020,-2.9648362259686105,-5.7565035045733195,3.7987012592904574,-5.405772020311741,-2.8672790514083366,-2.5577133292507352,-2.761274777609673
TEP028,-0.8333007647582334,1.0696926030441543,15.777303464004003,0.780470150939616,0.735446893421029,4.5907282778522,1.8787137565469834
TEP036,-1.8021336662748162,-4.898262317585325,4.96490731538218,-2.5056837513224353,-0.9055853432289962,-0.8361560241886441,-1.31914484523173
TEP044,-1.3199950003810241,0.8021544552485136,15.294160955051717,1.1435556869937438,0.45251030089516253,4.4230953495472844,1.5515501745831302
TEP052,-1.3489297819784285,1.1597549498268445,15.89392406961318,1.5526014174851055,0.4147854218917137,4.755266464704212,1.7031683413628915
TEP060,-1.4200054853354902,-2.591076904416983,8.11366366682983,-1.3888510264977094,0.3016107848813671,1.108836630199126,-0.15558442756818214
TEP068,-1.5824823016111937,-2.8930506553942394,4.715006017648239,-2.5056837513224353,-0.5283365531945077,-0.3030162355657358,-0.9427492685884648
TEP076,-1.4242426431984168,-3.3672024222795818,5.5146901703968485,-3.231854823430693,-0.8867229037272718,-0.4927724947601746,-0.9585075689792957
TEP084,-0.41863237847111573,-0.013704450900567747,14.910978965193012,-0.10656160169895211,0.33933566388481595,3.7825121441195773,1.6819398828242307
TEP092,-1.006416087952664,-2.1646052034754173,7.263999254534432,-1.4853674348158967,-0.3585745976789878,0.8138630046410327,-0.09627654165581567
TEP004,1.0334180114187115,-0.36600716037403486,13.528191784398539,0.02212694272529657,0.39592298238998924,3.395058637284947,2.2142383243518293
TEP013,-1.2584881887709558,-1.92620487375653,7.56388081181516,-1.7473405431081157,-0.43402435568588554,0.8640777598161571,-0.19720521447739936
TEP021,-2.548572378890249,-3.647985032837383,10.84591785538758,-2.041485787506397,-0.5283365531945077,1.1570276204623229,-0.6957723792139631
TEP029,-1.376918081157147,-2.074542856692727,6.064473025411517,-1.9311813208570416,-0.20767508166519238,0.462768441549139,-0.45707481980400405
TEP037,-0.4012450522439504,0.08165568098698778,15.943904329159965,0.5966293731906901,0.33933566388481595,4.240381261805616,1.9195681047808326
TEP045,-1.951304973901233,-2.6890859288569695,14.511136888818706,-2.1793663708180917,-3.338840038951447,1.5759611375480493,-0.1876719181765918
TEP053,-2.608162940407737,-5.274405060030681,7.147378648925259,-4.546316384335514,-3.1690780834359273,-1.4606052197192156,-2.0343840800634765
TEP061,-1.2400231675260196,0.25648258944750424,15.943904329159965,0.0037428649504037148,0.15071126886757172,4.088710263106361,1.424343547790171
TEP069,-2.1100239971461785,-4.58569299639834,5.847891900708769,-3.4110995817358947,-0.8301355852220985,-0.7447590656618911,-1.4273915314040349
TEP077,-1.679203085969984,-4.86647560695614,4.798306450226219,-4.013178128863628,-2.4523053823703993,-1.633413166990987,-1.6563081264804855
TEP085,-1.7265011158276338,-3.213566654238522,4.864946796288602,-2.8411931707142255,-0.5094741136927832,-0.4248217855892322,-1.075661450708433
TEP093,-1.3197167973952169,-1.8917692705749127,7.397279946659199,-1.5956719014652512,0.15071126886757172,1.0151375108716518,-0.15228964326178251
TEP005,-2.083810409718731,-5.428040828071741,2.932376760479463,-6.338763967387541,-2.58434245888247,-2.8546926234655725,-2.469251516592152
TEP014,-1.2608114127856558,1.1226704540927959,16.76024856842417,0.2611199537988998,0.39592298238998924,4.634990489676464,1.687089538445404
TEP022,-1.9381857036337073,-5.245267241953928,4.415124460367511,-4.9829382314892126,-2.169368789844533,-1.9956124507300408,-1.966899077181874
TEP030,-3.4568486207539255,-6.16443295764786,-2.7487127413387844,-7.1614514478139855,-11.468551464194675,-6.885787152748827,-5.1713178867513765
TEP038,-2.0677274789869995,-4.116839014617861,11.928823478901322,-2.625180256859237,-2.037331713332462,0.7873681235229405,-0.6401796777320294
TEP046,-1.2541794880029626,-5.173747143038262,5.731271295099596,-5.295467553662386,-8.88439725245843,-3.4055851635148704,-2.3298823257589163
TEP054,-0.41384129311257845,-2.49836566508186,6.8808172646757235,-2.1012340402747975,-0.45288679518760994,0.45708269103286414,0.021620698960142848
TEP062,-1.0192096276463276,-2.564587978892662,6.830837005128936,-2.4872996735475423,-0.9621726617341695,0.2041941727386405,-0.40750772745384356
TEP070,-2.8806953191777076,-5.179044928143126,4.998227488413372,-5.612592895279283,-6.752941588763568,-3.136587980943151,-3.0086416500604294
TEP078,-1.0048286875090193,0.06576232567239469,13.178329967571024,0.5414771398660129,1.093833243953793,3.719850669265806,1.3575109908783933
TEP086,-1.5932719052125341,-2.217583054524059,6.231073890567477,-1.8254728736514085,-0.8678604642255473,0.3300393745416157,-0.6316162653354592
TEP094,-1.5598366005275182,-4.885017854823165,5.781251554646384,-5.442540175861527,-2.0561941528341863,-1.6506251572181236,-1.605230878872821
TEP006,-2.102641877203157,-4.66251088041887,10.429415692497678,-3.0158419095757045,-0.39629947668243665,0.5886908564551665,-0.7569755103739952
TEP015,-1.2965860276832195,-2.8268283415834374,6.747536572550955,-2.9974578318008116,-0.43402435568588554,0.12230651087020518,-0.5871397584065071
TEP023,-2.2238949806288195,-4.583044103845908,11.479001142980227,-4.022370167751074,-2.4145805033669503,0.1147515920040737,-1.0545716943123729
TEP031,-0.8044823180685832,0.7412299265425754,15.560722339301257,0.5047089843162271,-0.3585745976789878,4.112021663120268,1.6537696725258426
TEP039,-0.949050807644843,-3.0784731340644855,7.047418129831684,-2.413763362447972,-0.6415111902048543,0.22841761077859296,-0.360316598433125
TEP047,-2.03772121396841,-1.9950760801197647,10.29613500037291,-1.6232480181275912,-0.5283365531945077,1.5373685872327618,-0.2501763133678241
TEP055,-2.108819607466823,-5.504858712092272,7.347299687112412,-5.4701162925238656,-4.866697638591126,-2.123593239023713,-2.116206423245268
TEP063,-1.8786374393644252,-5.1260670770944845,8.013703147736253,-4.307323373261909,-3.508601994466967,-1.2320723242717768,-1.555354881818101
TEP071,-0.8617989368255511,-2.421547781061329,7.48058037923718,-1.5818838431340825,0.09412395036239843,0.8928181763510418,0.015509619762745341
TEP079,-1.315528610927697,-1.7752179982679017,14.944299138224203,-1.4026390848288794,-1.9807443948272885,2.4464244150750334,0.5654479020736682
TEP087,-2.229400596039216,-4.723435409124807,5.964512506317941,-4.458992014904773,-1.5846331652910755,-1.2006370207506785,-1.7150188083949471
TEP095,-1.194244471121236,-3.179131051056905,4.731666104163835,-2.8365971512705013,-0.5283365531945077,-0.4530996628395198,-0.823672066980378
TEP007,-1.615388496361356,0.5531585553198985,14.894318878677414,0.6563776259590915,0.4902351798986114,4.148522559963753,1.2665670318011988
TEP016,-2.0996491737812013,-5.279702845135545,4.581725325523472,-5.290871534218663,-3.678363949982487,-2.416803250953306,-2.2582262123672536
TEP024,-1.5798234060188794,-2.6943837139618334,5.448049824334463,-2.2988628763548933,-0.7924107062186496,-0.08440186805022831,-0.8321126370345538
TEP032,-1.4468367680684024,-2.302347616201885,12.461946247400395,-1.9082012236384258,-0.5094741136927832,1.9354808234668253,0.2443220276992114
TEP040,-1.0488249549751345,-3.107610952141239,7.447260206205987,-3.05261006512549,-0.5094741136927832,0.19439126881161883,-0.42721684308175784
TEP048,-1.2226092001594762,-4.045318915702195,10.12953413521695,-2.6481603540778527,-0.811273145720374,0.6561954299291322,-0.283206885115172
TEP056,-1.2504758758435928,-1.7407823950862844,10.46273586552887,-1.3934470459414336,-0.20767508166519238,1.7802078357089899,0.26486597993269856
TEP064,-1.5736360011459334,-1.1553771409987939,10.479395952044467,-0.8051565571448701,-0.8867229037272718,1.9080348375433824,0.16719941819872453
TEP072,-2.117871569015227,-5.041302515416658,3.348878923369364,-5.079454639807398,-3.2633902809445496,-2.5088171281998104,-2.3133443486075187
TEP080,1.0247947983518901,-0.44812282949942844,13.528191784398539,-0.11575364058639788,0.39592298238998924,3.340059574175675,2.1824271862637827
TEP088,-2.3128931794539964,-5.584325488665234,5.5979906029748285,-4.5187402676731745,-4.961009836099748,-2.3665212473658324,-2.3397072134099144
TEP096,-0.12330605915442915,-0.4295805816324042,13.628152303492117,-0.04221732948682777,-0.00018824714622370188,3.2890415363066654,1.582867738576118
TEP008,-1.1834265211869333,-1.9368004439662578,7.014097956800491,-1.338294812616755,-0.4717492346893344,0.816813366382036,-0.1833065774024486
TEP017,-2.180022496966642,-5.602867736532259,4.365144200820721,-5.663149109160238,-2.490030261373848,-2.347725726561406,-2.263874111764024
TEP025,-1.1311301318416822,0.990225826471192,16.14382536734712,0.7023378203963231,0.471372740396887,4.576940438652881,1.7229051534055992
TEP033,-1.6241289655268274,-4.440003906014575,8.796727213969268,-4.583084539885298,-3.2068029624393763,-0.8582910485924954,-1.2412100070596614
TEP041,-1.3598498490267528,-1.8917692705749127,6.564275620879398,-1.3796589876102636,-0.056775565651396985,0.8090179492607061,-0.2754159498830233
TEP049,-1.0541111934093266,-2.238774194943516,6.730876486035358,-2.266690740248832,-0.5471989926962321,0.4195531395366945,-0.31727902693631604
TEP057,-2.4718562085334415,-5.507507604644704,5.3480893052408875,-5.391983961980573,-2.75410441439799,-2.0763766689455947,-2.274116438739518
TEP065,-2.290692322375109,-4.185710220981096,10.46273586552887,-3.1261463762250603,-1.3205590122669335,0.45758006401394513,-0.9165561291805818
TEP073,-0.8318625180931035,0.7332832488852788,15.227520608989337,0.34384830378591696,-0.1322253236582947,4.04310670950056,1.6056220957037284
TEP081,-0.9266802913148532,0.5160740595858485,15.910584156128774,1.0975954925565123,0.45251030089516253,4.494191002291574,1.7837553554883603
TEP089,-1.1800082833678016,0.9796302562614627,15.094239916864568,1.230880056424485,0.7543093329227534,4.514764890618317,1.6673783036252579
TEP097,-1.5990028258248987,-2.3791655002224164,5.797911641161981,-1.8254728736514085,-0.9810351012358939,0.15305954151306564,-0.7229716421559166
TEP098,-0.7195320217576524,-2.9831130021769297,6.747536572550955,-2.271286759692555,-0.4717492346893344,0.25534689399803406,-0.23209256387980917
TEP106,-1.1450818440973172,-1.2533861654387821,12.428626074369202,-0.5064152933028655,0.16957370836929614,2.7095995809992126,0.7822588684509477
TEP114,-1.1828583536394373,-2.5301523757110447,7.030758043316086,-2.2942668569111704,-0.6980985087100275,0.37706007549596093,-0.40289913907173813
TEP122,-1.5562254800039121,-2.201689699209466,5.997832679349134,-1.7519365625518386,-0.8867229037272718,0.2893708784651394,-0.6334273007693864
TEP130,-2.248697827936195,-5.099578151570164,-1.3659255605443135,-5.189759106456754,-3.848125905498007,-3.8758471810173094,-3.062272504476752
TEP138,-1.699108146991509,0.5690519106344901,15.444101733692083,0.780470150939616,0.9052088489365487,4.424708161050685,1.3628000070295878
TEP148,-1.0686369977439727,-2.768552705429932,10.079553875670163,-2.0322937486189505,-0.943310222232445,1.083849299847209,0.007606151051618104
TEP157,-1.7032180923832962,-4.2227947167151445,10.362775346435294,-2.634372295746684,-0.7546858272152007,0.6877306266895662,-0.507743732846865
TEP165,-1.060410156689598,-1.809653601449519,7.8137821095491,-1.2923346181795237,-0.2831248396720901,1.107167262561992,0.02337855293619695
TEP173,-2.495323527651539,-1.5262220983392851,10.945878374481154,-1.3245067542855864,-0.7169609482117519,1.8445471434111325,-0.3253881921202032
